USERNAME,ABOUT
huleeb .,I do daily renders in Blender with the use of various image manipulation softwares. And I also take on client work :)
Jeff Han,None
Anagrama Studio,None
Erick Donate,None
Anastasiia Starik,"Hello, I'm Anastasiia, graphic designer based in Ukraine.Specialising in branding, graphic design, print making, infographic and illustrationLet’s work together!"
一 亻一 半  kongsi,We kongsi ideas ;We share different perspectives and aestheticsWe kongsi tangan ; We get our hands dirty in conceptual and experimental processesWe kongsi watak ; We own a personality that is both quirky and dreamyWe kongsi dream ;We are two halves that make a whole
Massimo Studio,None
AKhil JOhn,I am seeking a company where I can use my experience and education to help the company meet and surpass its goals and want to be part of the success in an environment of growth and excellence
Rebeka Arce,"Rebeka Arce is a multidisciplinary designer and art director based in Madrid. Her philosophy based on the translation of concepts into a visual language and her passion for the observation, synthesis and approach of future scenarios has led her to move throughout different disciplines, with special focus on creati&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Rebeka Arce is a multidisciplinary designer and art director based in Madrid. Her philosophy based on the translation of concepts into a visual language and her passion for the observation, synthesis and approach of future scenarios has led her to move throughout different disciplines, with special focus on creative direction, identity design, visual strategies and image creation for audiovisual media.From her studio she works for national and international brands in culture, arts, technology, fashion, entertainment, music and food such as RedBull, Sony Pictures, Vodafone, Schweppes, LondonN1, Sephora, Narciso Rodriguez, Matadero Madrid, Madrid City Council, Thyssen-Bornemisza National Museum, Instituto Cervantes, Cineteca Madrid, Flamenco Festival and GetxoPhoto Festival, among others, building and leading teams of collaborators from different disciplines to develop holistic and innovative projects, taking care of their development from initial planning to final implementation with a deep research and concept development process.Her work has been awarded in Laus, Vimeo Staff Pick, LA Fashion Film Festival and Selected, and published on platforms and books such as AIGA Eye on Design, Computer Arts, Fubiz, Ètapes, Neo2, Victionary, PAGE Magazine, Creative Boom, Yorokobu and Graffica, among others.Before creating her own design studio, Rebeka worked at creative agencies in Berlin, Madrid and Bilbao and collaborated with large brand consultants and agencies such as Interbrand, Superunion and MRM McCann.In addition to directing her own studio, Rebeka teaches in masters at IED Madrid and MrMarcel School, has participated as a speaker at design festivals and events such as 'Brief Festival', 'Ladies, wine & design' and 'PlayRestart' and is the co-founder and art director of a cultural and live music venue in Bilbao. <span class='variable-text-link fake-link'> Read Less</span></div>"
陈 俊贤,None
Ekaterina Mineeva,None
A Line Studio,"Progress through creativity —Partnering with bold, future-facing brands to drive transformation and growth. San Francisco & London."
Ara Estudio .,"I'm Leticia Ara, a graphic designer based in Barcelona. I have studied a mix between Graphic Design and Fine Arts in Bilbao, and a postgraduate of Editorial Design in Elisava. Design for me is my job and my hobby. ----Open for collaborations and commissions, contact with me: hola@araestudio.es"
Federica Fragapane,Hello!I'm an independent information designer. Feel free to contact me at federica.fragapane@gmail.com
Dtmg.tv Studio,"Dtmg.tv Motion Graphics & Design!_Hi everyone! I'm Diego Troiano. I'm a motion graphic designer based on Barcelona, España. I'm a graphic designer received at the University of Buenos Aires. I have been a graphic design professor at Buenos Aires University for 6 years.Previously working in Fox Latin American C&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Dtmg.tv Motion Graphics & Design!_Hi everyone! I'm Diego Troiano. I'm a motion graphic designer based on Barcelona, España. I'm a graphic designer received at the University of Buenos Aires. I have been a graphic design professor at Buenos Aires University for 6 years.Previously working in Fox Latin American Channels (for seven years) and Discovery Latin American Channels (for four years)._contact me: dtmotiongraphics@gmail.com <span class='variable-text-link fake-link'> Read Less</span></div>"
